borough,neighborhood,familysize,price,year
Queens,Broad Channel,5+,24166.66667,1988
Queens,Broad Channel,5+,42666.66667,1989
Queens,Broad Channel,5+,70833.33333,1990
Queens,Broad Channel,5+,12849.20635,1991
Queens,Broad Channel,5+,13808.10671,1992
Queens,Broad Channel,5+,22285.71429,1993
Queens,Broad Channel,5+,26111.11111,1994
Queens,Broad Channel,5+,15464.28571,1995
Queens,Broad Channel,5+,15263.15789,1996
Queens,Broad Channel,5+,25000,1997
Queens,Broad Channel,5+,39344.2623,1998
Queens,Broad Channel,5+,20000,1999
Queens,Broad Channel,5+,43666.66667,2000
Queens,Broad Channel,5+,50833.33333,2001
Queens,Broad Channel,5+,55000,2002
Queens,Broad Channel,5+,51250,2003
Queens,Broad Channel,5+,48021.63462,2004
Queens,Broad Channel,5+,66550,2005
Queens,Broad Channel,5+,90909.09091,2006
Queens,Broad Channel,5+,106666.6667,2007
Queens,Broad Channel,5+,67083.33333,2008
Queens,Broad Channel,5+,85520.83333,2009
Queens,Broad Channel,5+,28166.66667,2010
Queens,Broad Channel,5+,43383.33333,2011
Queens,Broad Channel,condo,42000,1981
Queens,Broad Channel,1,33000,1974
Queens,Broad Channel,1,35000,1975
Queens,Broad Channel,1,37175,1976
Queens,Broad Channel,1,41750,1977
Queens,Broad Channel,1,42000,1978
Queens,Broad Channel,1,47000,1979
Queens,Broad Channel,1,50000,1980
Queens,Broad Channel,1,46050,1981
Queens,Broad Channel,1,48000,1982
Queens,Broad Channel,1,65900,1983
Queens,Broad Channel,1,80000,1984
Queens,Broad Channel,1,80000,1985
Queens,Broad Channel,1,120000,1986
Queens,Broad Channel,1,130000,1987
Queens,Broad Channel,1,142500,1988
Queens,Broad Channel,1,143000,1989
Queens,Broad Channel,1,150000,1990
Queens,Broad Channel,1,165000,1991
Queens,Broad Channel,1,175000,1992
Queens,Broad Channel,1,161500,1993
Queens,Broad Channel,1,160000,1994
Queens,Broad Channel,1,159500,1995
Queens,Broad Channel,1,155000,1996
Queens,Broad Channel,1,159325,1997
Queens,Broad Channel,1,165000,1998
Queens,Broad Channel,1,159900,1999
Queens,Broad Channel,1,170000,2000
Queens,Broad Channel,1,219000,2001
Queens,Broad Channel,1,230000,2002
Queens,Broad Channel,1,260000,2003
Queens,Broad Channel,1,320000,2004
Queens,Broad Channel,1,355000,2005
Queens,Broad Channel,1,377750,2006
Queens,Broad Channel,1,360250,2007
Queens,Broad Channel,1,365000,2008
Queens,Broad Channel,1,336000,2009
Queens,Broad Channel,1,365000,2010
Queens,Broad Channel,4-Feb,20825,1974
Queens,Broad Channel,4-Feb,19550,1975
Queens,Broad Channel,4-Feb,22450,1976
Queens,Broad Channel,4-Feb,22500,1977
Queens,Broad Channel,4-Feb,23500,1978
Queens,Broad Channel,4-Feb,25500,1979
Queens,Broad Channel,4-Feb,25150,1980
Queens,Broad Channel,4-Feb,27500,1981
Queens,Broad Channel,4-Feb,30000,1982
Queens,Broad Channel,4-Feb,31500,1983
Queens,Broad Channel,4-Feb,35500,1984
Queens,Broad Channel,4-Feb,46250,1985
Queens,Broad Channel,4-Feb,65250,1986
Queens,Broad Channel,4-Feb,70000,1987
Queens,Broad Channel,4-Feb,85000,1988
Queens,Broad Channel,4-Feb,93000,1989
Queens,Broad Channel,4-Feb,82500,1990
Queens,Broad Channel,4-Feb,87000,1991
Queens,Broad Channel,4-Feb,80000,1992
Queens,Broad Channel,4-Feb,78750,1993
Queens,Broad Channel,4-Feb,86750,1994
Queens,Broad Channel,1,302700,2011
Queens,Broad Channel,condo,313039.145,2011
Queens,Broad Channel,condo,369933.125,2010
Queens,Broad Channel,condo,309325,2009
Queens,Broad Channel,condo,327304,2008
Queens,Broad Channel,condo,329800,2007
Queens,Broad Channel,condo,260036,2006
Queens,Broad Channel,condo,349728,2005
Queens,Broad Channel,condo,231500,2004
Queens,Broad Channel,condo,187500,2003
Queens,Broad Channel,condo,128000,2002
Queens,Broad Channel,condo,142500,2001
Queens,Broad Channel,condo,136500,2000
Queens,Broad Channel,condo,141500,1999
Queens,Broad Channel,condo,33000,1974
Queens,Broad Channel,condo,31000,1975
Queens,Broad Channel,condo,34000,1976
Queens,Broad Channel,condo,34750,1977
Queens,Broad Channel,condo,30500,1978
Queens,Broad Channel,condo,32500,1979
Queens,Broad Channel,condo,36750,1980
Queens,Broad Channel,condo,124000,1998
Queens,Broad Channel,condo,129300,1997
Queens,Broad Channel,condo,131000,1996
Queens,Broad Channel,condo,124000,1995
Queens,Broad Channel,condo,139000,1994
Queens,Broad Channel,condo,98000,1993
Queens,Broad Channel,condo,143500,1992
Queens,Broad Channel,condo,140000,1991
Queens,Broad Channel,condo,113568,1990
Queens,Broad Channel,condo,79092,1989
Queens,Broad Channel,condo,120159,1988
Queens,Broad Channel,condo,115596,1987
Queens,Broad Channel,condo,86500,1986
Queens,Broad Channel,condo,70000,1985
Queens,Broad Channel,condo,54000,1984
Queens,Broad Channel,condo,51000,1983
Queens,Broad Channel,4-Feb,90250,1995
Queens,Broad Channel,4-Feb,85000,1996
Queens,Broad Channel,4-Feb,83975,1997
Queens,Broad Channel,4-Feb,87500,1998
Queens,Broad Channel,4-Feb,92475,1999
Queens,Broad Channel,4-Feb,105500,2000
Queens,Broad Channel,4-Feb,127700,2001
Queens,Broad Channel,4-Feb,126000,2002
Queens,Broad Channel,4-Feb,157000,2003
Queens,Broad Channel,4-Feb,173066.5,2004
Queens,Broad Channel,4-Feb,212500,2005
Queens,Broad Channel,4-Feb,245000,2006
Queens,Broad Channel,4-Feb,238238.9167,2007
Queens,Broad Channel,4-Feb,232375,2008
Queens,Broad Channel,4-Feb,180077.6667,2009
Queens,Broad Channel,4-Feb,135000,2010
Queens,Broad Channel,4-Feb,142500,2011
Queens,Broad Channel,condo,43000,1982
Queens,Broad Channel,5+,8969.705128,1974
Queens,Broad Channel,5+,8590.909091,1975
Queens,Broad Channel,5+,5476.190476,1976
Queens,Broad Channel,5+,10000,1977
Queens,Broad Channel,5+,11360.29412,1978
Queens,Broad Channel,5+,16428.57143,1979
Queens,Broad Channel,5+,6891.666667,1980
Queens,Broad Channel,5+,6666.666667,1981
Queens,Broad Channel,5+,12059,1982
Queens,Broad Channel,5+,8653.846154,1983
Queens,Broad Channel,5+,13333.33333,1984
Queens,Broad Channel,5+,19083.33333,1985
Queens,Broad Channel,5+,15909.09091,1986
Queens,Broad Channel,5+,29066.35514,1987
Queens,Broad Channel,5+,24166.66667,1988
Queens,Broad Channel,5+,42666.66667,1989
Queens,Broad Channel,5+,70833.33333,1990
Queens,Broad Channel,5+,12849.20635,1991
Queens,Broad Channel,5+,13808.10671,1992
Queens,Broad Channel,5+,22285.71429,1993
Queens,Broad Channel,5+,26111.11111,1994
Queens,Broad Channel,5+,15464.28571,1995
Queens,Broad Channel,5+,15263.15789,1996
Queens,Broad Channel,5+,25000,1997
Queens,Broad Channel,5+,39344.2623,1998
Queens,Broad Channel,5+,20000,1999
Queens,Broad Channel,5+,43666.66667,2000
Queens,Broad Channel,5+,50833.33333,2001
Queens,Broad Channel,5+,55000,2002
Queens,Broad Channel,5+,51250,2003
Queens,Broad Channel,5+,48021.63462,2004
Queens,Broad Channel,5+,66550,2005
Queens,Broad Channel,5+,90909.09091,2006
Queens,Broad Channel,5+,106666.6667,2007
Queens,Broad Channel,5+,67083.33333,2008
Queens,Broad Channel,5+,85520.83333,2009
Queens,Broad Channel,5+,28166.66667,2010
Queens,Broad Channel,5+,43383.33333,2011
Queens,Broad Channel,condo,42000,1981
Queens,Broad Channel,1,33000,1974
Queens,Broad Channel,1,35000,1975
Queens,Broad Channel,1,37175,1976
Queens,Broad Channel,1,41750,1977
Queens,Broad Channel,1,42000,1978
Queens,Broad Channel,1,47000,1979
Queens,Broad Channel,1,50000,1980
Queens,Broad Channel,1,46050,1981
Queens,Broad Channel,1,48000,1982
Queens,Broad Channel,1,65900,1983
Queens,Broad Channel,1,80000,1984
Queens,Broad Channel,1,80000,1985
Queens,Broad Channel,1,120000,1986
Queens,Broad Channel,1,130000,1987
Queens,Broad Channel,1,142500,1988
Queens,Broad Channel,1,143000,1989
Queens,Broad Channel,1,150000,1990
Queens,Broad Channel,1,165000,1991
Queens,Broad Channel,1,175000,1992
Queens,Broad Channel,1,161500,1993
Queens,Broad Channel,1,160000,1994
Queens,Broad Channel,1,159500,1995
Queens,Broad Channel,1,155000,1996
Queens,Broad Channel,1,159325,1997
Queens,Broad Channel,1,165000,1998
Queens,Broad Channel,1,159900,1999
Queens,Broad Channel,1,170000,2000
Queens,Broad Channel,1,219000,2001
Queens,Broad Channel,1,230000,2002
Queens,Broad Channel,1,260000,2003
Queens,Broad Channel,1,320000,2004
Queens,Broad Channel,1,355000,2005
Queens,Broad Channel,1,377750,2006
Queens,Broad Channel,1,360250,2007
Queens,Broad Channel,1,365000,2008
Queens,Broad Channel,1,336000,2009
Queens,Broad Channel,1,365000,2010
Queens,Broad Channel,4-Feb,20825,1974
Queens,Broad Channel,4-Feb,19550,1975
Queens,Broad Channel,4-Feb,22450,1976
Queens,Broad Channel,4-Feb,22500,1977
Queens,Broad Channel,4-Feb,23500,1978
Queens,Broad Channel,4-Feb,25500,1979
Queens,Broad Channel,4-Feb,25150,1980
Queens,Broad Channel,4-Feb,27500,1981
Queens,Broad Channel,4-Feb,30000,1982
Queens,Broad Channel,4-Feb,31500,1983
Queens,Broad Channel,4-Feb,35500,1984
Queens,Broad Channel,4-Feb,46250,1985
Queens,Broad Channel,4-Feb,65250,1986
Queens,Broad Channel,4-Feb,70000,1987
Queens,Broad Channel,4-Feb,85000,1988
Queens,Broad Channel,4-Feb,93000,1989
Queens,Broad Channel,4-Feb,82500,1990
Queens,Broad Channel,4-Feb,87000,1991
Queens,Broad Channel,4-Feb,80000,1992
Queens,Broad Channel,4-Feb,78750,1993
Queens,Broad Channel,4-Feb,86750,1994
Queens,Broad Channel,1,302700,2011
Queens,Broad Channel,condo,313039.145,2011
Queens,Broad Channel,condo,369933.125,2010
Queens,Broad Channel,condo,309325,2009
Queens,Broad Channel,condo,327304,2008
Queens,Broad Channel,condo,329800,2007
Queens,Broad Channel,condo,260036,2006
Queens,Broad Channel,condo,349728,2005
Queens,Broad Channel,condo,231500,2004
Queens,Broad Channel,condo,187500,2003
Queens,Broad Channel,condo,128000,2002
Queens,Broad Channel,condo,142500,2001
Queens,Broad Channel,condo,136500,2000
Queens,Broad Channel,condo,141500,1999
Queens,Broad Channel,condo,33000,1974
Queens,Broad Channel,condo,31000,1975
Queens,Broad Channel,condo,34000,1976
Queens,Broad Channel,condo,34750,1977
Queens,Broad Channel,condo,30500,1978
Queens,Broad Channel,condo,32500,1979
Queens,Broad Channel,condo,36750,1980
Queens,Broad Channel,condo,124000,1998
Queens,Broad Channel,condo,129300,1997
Queens,Broad Channel,condo,131000,1996
Queens,Broad Channel,condo,124000,1995
Queens,Broad Channel,condo,139000,1994
Queens,Broad Channel,condo,98000,1993
Queens,Broad Channel,condo,143500,1992
Queens,Broad Channel,condo,140000,1991
Queens,Broad Channel,condo,113568,1990
Queens,Broad Channel,condo,79092,1989
Queens,Broad Channel,condo,120159,1988
Queens,Broad Channel,condo,115596,1987
Queens,Broad Channel,condo,86500,1986
Queens,Broad Channel,condo,70000,1985
Queens,Broad Channel,condo,54000,1984
Queens,Broad Channel,condo,51000,1983
Queens,Broad Channel,4-Feb,90250,1995
Queens,Broad Channel,4-Feb,85000,1996
Queens,Broad Channel,4-Feb,83975,1997
Queens,Broad Channel,4-Feb,87500,1998
Queens,Broad Channel,4-Feb,92475,1999
Queens,Broad Channel,4-Feb,105500,2000
Queens,Broad Channel,4-Feb,127700,2001
Queens,Broad Channel,4-Feb,126000,2002
Queens,Broad Channel,4-Feb,157000,2003
Queens,Broad Channel,4-Feb,173066.5,2004
Queens,Broad Channel,4-Feb,212500,2005
Queens,Broad Channel,4-Feb,245000,2006
Queens,Broad Channel,4-Feb,238238.9167,2007
Queens,Broad Channel,4-Feb,232375,2008
Queens,Broad Channel,4-Feb,180077.6667,2009
Queens,Broad Channel,4-Feb,135000,2010
Queens,Broad Channel,4-Feb,142500,2011
Queens,Broad Channel,condo,43000,1982
Queens,Broad Channel,5+,8969.705128,1974
Queens,Broad Channel,5+,8590.909091,1975
Queens,Broad Channel,5+,5476.190476,1976
Queens,Broad Channel,5+,10000,1977
Queens,Broad Channel,5+,11360.29412,1978
Queens,Broad Channel,5+,16428.57143,1979
Queens,Broad Channel,5+,6891.666667,1980
Queens,Broad Channel,5+,6666.666667,1981
Queens,Broad Channel,5+,12059,1982
Queens,Broad Channel,5+,8653.846154,1983
Queens,Broad Channel,5+,13333.33333,1984
Queens,Broad Channel,5+,19083.33333,1985
Queens,Broad Channel,5+,15909.09091,1986
Queens,Broad Channel,5+,29066.35514,1987
Queens,Broad Channel,5+,24166.66667,1988
Queens,Broad Channel,5+,42666.66667,1989
Queens,Broad Channel,5+,70833.33333,1990
Queens,Broad Channel,5+,12849.20635,1991
Queens,Broad Channel,5+,13808.10671,1992
Queens,Broad Channel,5+,22285.71429,1993
Queens,Broad Channel,5+,26111.11111,1994
Queens,Broad Channel,5+,15464.28571,1995
Queens,Broad Channel,5+,15263.15789,1996
Queens,Broad Channel,5+,25000,1997
Queens,Broad Channel,5+,39344.2623,1998
Queens,Broad Channel,5+,20000,1999
Queens,Broad Channel,5+,43666.66667,2000
Queens,Broad Channel,5+,50833.33333,2001
Queens,Broad Channel,5+,55000,2002
Queens,Broad Channel,5+,51250,2003
Queens,Broad Channel,5+,48021.63462,2004
Queens,Broad Channel,5+,66550,2005
Queens,Broad Channel,5+,90909.09091,2006
Queens,Broad Channel,5+,106666.6667,2007
Queens,Broad Channel,5+,67083.33333,2008
Queens,Broad Channel,5+,85520.83333,2009
Queens,Broad Channel,5+,28166.66667,2010
Queens,Broad Channel,5+,43383.33333,2011
Queens,Broad Channel,condo,42000,1981
Queens,Broad Channel,1,33000,1974
Queens,Broad Channel,1,35000,1975
Queens,Broad Channel,1,37175,1976
Queens,Broad Channel,1,41750,1977
Queens,Broad Channel,1,42000,1978
Queens,Broad Channel,1,47000,1979
Queens,Broad Channel,1,50000,1980
Queens,Broad Channel,1,46050,1981
Queens,Broad Channel,1,48000,1982
Queens,Broad Channel,1,65900,1983
Queens,Broad Channel,1,80000,1984
Queens,Broad Channel,1,80000,1985
Queens,Broad Channel,1,120000,1986
Queens,Broad Channel,1,130000,1987
Queens,Broad Channel,1,142500,1988
Queens,Broad Channel,1,143000,1989
Queens,Broad Channel,1,150000,1990
Queens,Broad Channel,1,165000,1991
Queens,Broad Channel,1,175000,1992
Queens,Broad Channel,1,161500,1993
Queens,Broad Channel,1,160000,1994
Queens,Broad Channel,1,159500,1995
Queens,Broad Channel,1,155000,1996
Queens,Broad Channel,1,159325,1997
Queens,Broad Channel,1,165000,1998
Queens,Broad Channel,1,159900,1999
Queens,Broad Channel,1,170000,2000
Queens,Broad Channel,1,219000,2001
Queens,Broad Channel,1,230000,2002
Queens,Broad Channel,1,260000,2003
Queens,Broad Channel,1,320000,2004
Queens,Broad Channel,1,355000,2005
Queens,Broad Channel,1,377750,2006
Queens,Broad Channel,1,360250,2007
Queens,Broad Channel,1,365000,2008
Queens,Broad Channel,1,336000,2009
Queens,Broad Channel,1,365000,2010
Queens,Broad Channel,4-Feb,20825,1974
Queens,Broad Channel,4-Feb,19550,1975
Queens,Broad Channel,4-Feb,22450,1976
Queens,Broad Channel,4-Feb,22500,1977
Queens,Broad Channel,4-Feb,23500,1978
Queens,Broad Channel,4-Feb,25500,1979
Queens,Broad Channel,4-Feb,25150,1980
Queens,Broad Channel,4-Feb,27500,1981
Queens,Broad Channel,4-Feb,30000,1982
Queens,Broad Channel,4-Feb,31500,1983
Queens,Broad Channel,4-Feb,35500,1984
Queens,Broad Channel,4-Feb,46250,1985
Queens,Broad Channel,4-Feb,65250,1986
Queens,Broad Channel,4-Feb,70000,1987
Queens,Broad Channel,4-Feb,85000,1988
Queens,Broad Channel,4-Feb,93000,1989
Queens,Broad Channel,4-Feb,82500,1990
Queens,Broad Channel,4-Feb,87000,1991
Queens,Broad Channel,4-Feb,80000,1992
Queens,Broad Channel,4-Feb,78750,1993
Queens,Broad Channel,4-Feb,86750,1994
Queens,Broad Channel,1,302700,2011
Queens,Broad Channel,condo,313039.145,2011
Queens,Broad Channel,condo,369933.125,2010
Queens,Broad Channel,condo,309325,2009
Queens,Broad Channel,condo,327304,2008
Queens,Broad Channel,condo,329800,2007
Queens,Broad Channel,condo,260036,2006
Queens,Broad Channel,condo,349728,2005
Queens,Broad Channel,condo,231500,2004
Queens,Broad Channel,condo,187500,2003
Queens,Broad Channel,condo,128000,2002
Queens,Broad Channel,condo,142500,2001
Queens,Broad Channel,condo,136500,2000
Queens,Broad Channel,condo,141500,1999
Queens,Broad Channel,condo,33000,1974
Queens,Broad Channel,condo,31000,1975
Queens,Broad Channel,condo,34000,1976
Queens,Broad Channel,condo,34750,1977
Queens,Broad Channel,condo,30500,1978
Queens,Broad Channel,condo,32500,1979
Queens,Broad Channel,condo,36750,1980
Queens,Broad Channel,condo,124000,1998
Queens,Broad Channel,condo,129300,1997
Queens,Broad Channel,condo,131000,1996
Queens,Broad Channel,condo,124000,1995
Queens,Broad Channel,condo,139000,1994
Queens,Broad Channel,condo,98000,1993
Queens,Broad Channel,condo,143500,1992
Queens,Broad Channel,condo,140000,1991
Queens,Broad Channel,condo,113568,1990
Queens,Broad Channel,condo,79092,1989
Queens,Broad Channel,condo,120159,1988
Queens,Broad Channel,condo,115596,1987
Queens,Broad Channel,condo,86500,1986
Queens,Broad Channel,condo,70000,1985
Queens,Broad Channel,condo,54000,1984
Queens,Broad Channel,condo,51000,1983
Queens,Broad Channel,4-Feb,90250,1995
Queens,Broad Channel,4-Feb,85000,1996
Queens,Broad Channel,4-Feb,83975,1997
Queens,Broad Channel,4-Feb,87500,1998
Queens,Broad Channel,4-Feb,92475,1999
Queens,Broad Channel,4-Feb,105500,2000
Queens,Broad Channel,4-Feb,127700,2001
Queens,Broad Channel,4-Feb,126000,2002
Queens,Broad Channel,4-Feb,157000,2003
Queens,Broad Channel,4-Feb,173066.5,2004
Queens,Broad Channel,4-Feb,212500,2005
Queens,Broad Channel,4-Feb,245000,2006
Queens,Broad Channel,4-Feb,238238.9167,2007
Queens,Broad Channel,4-Feb,232375,2008
Queens,Broad Channel,4-Feb,180077.6667,2009
Queens,Broad Channel,4-Feb,135000,2010
Queens,Broad Channel,4-Feb,142500,2011
Bronx,Bronxdale,1,187000,1990
Bronx,Bronxdale,1,170000,1991
Bronx,Bronxdale,1,170000,1992
Bronx,Bronxdale,1,167500,1993
Bronx,Bronxdale,1,162000,1994
Bronx,Bronxdale,1,170000,1995
Bronx,Bronxdale,1,170000,1996
Bronx,Bronxdale,1,175000,1997
Bronx,Bronxdale,1,185000,1998
Bronx,Bronxdale,1,190000,1999
Bronx,Bronxdale,1,222650,2000
Bronx,Bronxdale,1,235000,2001
Bronx,Bronxdale,1,260000,2002
Bronx,Bronxdale,1,300000,2003
Bronx,Bronxdale,1,349750,2004
Bronx,Bronxdale,1,400000,2005
Bronx,Bronxdale,1,436000,2006
Bronx,Bronxdale,1,445000,2007
Bronx,Bronxdale,1,410000,2008
Bronx,Bronxdale,1,400000,2009
Bronx,Bronxdale,1,385000,2010
Bronx,Bronxdale,1,185000,1989
Bronx,Bronxdale,1,195000,1988
Bronx,Bronxdale,1,170000,1987
Bronx,Bronxdale,1,140000,1986
Bronx,Bronxdale,1,111000,1985
Bronx,Bronxdale,1,80000,1984
Bronx,Bronxdale,1,72250,1983
Bronx,Bronxdale,1,64000,1982
Bronx,Bronxdale,1,60000,1981
Bronx,Bronxdale,1,54250,1980
Bronx,Bronxdale,1,51250,1979
Bronx,Bronxdale,1,47000,1978
Bronx,Bronxdale,1,44000,1977
Bronx,Bronxdale,1,43500,1976
Bronx,Bronxdale,1,42000,1975
Bronx,Bronxdale,1,42000,1974
Bronx,Bronxdale,5+,5480.943396,1974
Bronx,Bronxdale,5+,5833.333333,1975
Bronx,Bronxdale,5+,6463.293651,1976
Bronx,Bronxdale,5+,8647.149425,1977
Bronx,Bronxdale,5+,7785.087719,1978
Bronx,Bronxdale,5+,7166.666667,1979
Bronx,Bronxdale,5+,9524.288462,1980
Bronx,Bronxdale,5+,8744.6,1981
Bronx,Bronxdale,5+,7743.866667,1982
Bronx,Bronxdale,5+,9758.77193,1983
Bronx,Bronxdale,5+,12203.16159,1984
Bronx,Bronxdale,5+,12382.8125,1985
Bronx,Bronxdale,5+,21947.16243,1986
Bronx,Bronxdale,5+,25000,1987
Bronx,Bronxdale,5+,38257.57576,1988
Bronx,Bronxdale,5+,27000,1989
Bronx,Bronxdale,5+,40697.67442,1990
Bronx,Bronxdale,condo,,1974
Bronx,Bronxdale,condo,,1975
Bronx,Bronxdale,condo,,1976
Bronx,Bronxdale,condo,,1977
Bronx,Bronxdale,condo,,1978
Bronx,Bronxdale,condo,,1979
Bronx,Bronxdale,condo,,1980
Bronx,Bronxdale,condo,,1981
Bronx,Bronxdale,condo,,1982
Bronx,Bronxdale,condo,,1983
Bronx,Bronxdale,condo,34879,1984
Bronx,Bronxdale,condo,38294,1985
Bronx,Bronxdale,condo,55000,1986
Bronx,Bronxdale,condo,44313,1987
Bronx,Bronxdale,condo,76926.5,1988
Bronx,Bronxdale,condo,123708,1989
Bronx,Bronxdale,condo,82000,1990
Bronx,Bronxdale,condo,50000,1991
Bronx,Bronxdale,condo,50000,1992
Bronx,Bronxdale,condo,72000,1993
Bronx,Bronxdale,condo,59000,1994
Bronx,Bronxdale,condo,75000,1995
Bronx,Bronxdale,condo,57500,1996
Bronx,Bronxdale,condo,65000,1997
Bronx,Bronxdale,condo,60346,1998
Bronx,Bronxdale,condo,70000,1999
Bronx,Bronxdale,condo,75000,2000
Bronx,Bronxdale,condo,75000,2001
Bronx,Bronxdale,condo,85000,2002
Bronx,Bronxdale,condo,115000,2003
Bronx,Bronxdale,condo,133000,2004
Bronx,Bronxdale,condo,160000,2005
Bronx,Bronxdale,condo,179000,2006
Bronx,Bronxdale,condo,184000,2007
Bronx,Bronxdale,condo,195000,2008
Bronx,Bronxdale,condo,140000,2009
Bronx,Bronxdale,condo,182000,2010
Bronx,Bronxdale,condo,106763.95,2011
Bronx,Bronxdale,5+,22454.54545,1991
Bronx,Bronxdale,5+,25031.51135,1992
Bronx,Bronxdale,5+,23305.08475,1993
Bronx,Bronxdale,5+,35937.5,1994
Bronx,Bronxdale,5+,28888.88889,1995
Bronx,Bronxdale,5+,33800,1996
Bronx,Bronxdale,5+,33750,1997
Bronx,Bronxdale,5+,31578.94737,1998
Bronx,Bronxdale,5+,44166.66667,1999
